id,name,population,lat,lon
13055,Mestanza,663,38.57440258,-4.07119389
13056,Miguelturra,15769,38.96475807,-3.89063679
13057,Montiel,1225,38.69637216,-2.86213161
13058,Moral de Calatrava,5109,38.8297258,-3.58308095
13059,Navalpino,207,39.22492201,-4.59130446
13060,Navas de Estena,286,39.49526795,-4.52069918
13061,Pedro Muñoz,7480,39.4029225,-2.94669146
13062,Picón,679,39.04984488,-4.06042391
13063,Piedrabuena,4352,39.03613631,-4.17460175
13064,Poblete,2863,38.93565023,-3.98084285
13065,Porzuna,3509,39.14628049,-4.15328643
13066,Pozuelo de Calatrava,3709,38.9119853,-3.83749836
13067,Los Pozuelos de Calatrava,368,38.90058434,-4.16832986
13068,Puebla de Don Rodrigo,1108,39.0862018,-4.62113541
13069,Puebla del Príncipe,658,38.56755918,-2.92494262
13070,Puerto Lápice,883,39.32444858,-3.48100978
13071,Puertollano,45127,38.68621065,-4.11252413
13072,Retuerta del Bullaque,880,39.46152845,-4.40954219
13073,Saceruela,530,38.94357285,-4.60749819
13074,San Carlos del Valle,1082,38.84354414,-3.24211272
13075,San Lorenzo de Calatrava,199,38.4768162,-3.82499024
13076,Santa Cruz de los Cáñamos,491,38.6378025,-2.86856508
13077,Santa Cruz de Mudela,3872,38.64460444,-3.46781854
13078,Socuéllamos,12123,39.28470716,-2.79256795
13079,La Solana,15242,38.94132419,-3.23898186
13080,Solana del Pino,329,38.46623417,-4.07417743
13081,Terrinches,600,38.60983196,-2.84162502
13082,Tomelloso,36304,39.158286,-3.02095446
13083,Torralba de Calatrava,3057,39.01711449,-3.74921695
13084,Torre de Juan Abad,970,38.58424121,-3.06040947
13085,Torrenueva,2651,38.64046216,-3.36552781
13086,Valdemanco del Esteras,161,38.9384941,-4.83005219
13087,Valdepeñas,30411,38.76025481,-3.38512716
13088,Valenzuela de Calatrava,654,38.85296015,-3.7722701
13089,Villahermosa,1718,38.75045431,-2.87238389
13090,Villamanrique,1084,38.54730687,-2.99783593
13091,Villamayor de Calatrava,638,38.78914242,-4.13830058
13092,Villanueva de la Fuente,1923,38.69245173,-2.69540307
13093,Villanueva de los Infantes,4775,38.73700614,-3.01508514
13094,Villanueva de San Carlos,277,38.62128092,-3.90934884
13095,Villar del Pozo,54,38.84928704,-3.96352324
13096,Villarrubia de los Ojos,9667,39.21933236,-3.60771898
13097,Villarta de San Juan,2710,39.23817138,-3.42248385
13098,Viso del Marqués,2135,38.52207414,-3.56338595
13901,El Robledo,1061,39.21930652,-4.27900441
13902,Ruidera,540,38.97575422,-2.88467603
13903,Arenales de San Gregorio,597,39.3083171,-3.03027646
13904,Llanos del Caudillo,681,39.11811103,-3.35120326
14001,Adamuz,4092,38.02512572,-4.52617749
14002,Aguilar de la Frontera,13282,37.52004219,-4.66061547
14003,Alcaracejos,1493,38.38656136,-4.96709118
14004,Almedinilla,2340,37.43947257,-4.09001992
14005,Almodóvar del Río,7995,37.80943577,-5.02076595
14006,Añora,1507,38.41255111,-4.89754391
14007,Baena,18533,37.61318847,-4.32895878
14008,Belalcázar,3138,38.57840844,-5.16635159
14009,Belmez,2802,38.2732496,-5.20945663
14010,Benamejí,4979,37.26716339,-4.53987316
14011,Los Blázquez,643,38.406797,-5.43808665
14012,Bujalance,7186,37.89649386,-4.38339381
14013,Cabra,20070,37.47101586,-4.44656669
14014,Cañete de las Torres,2829,37.86729904,-4.31772885
14015,Carcabuey,2318,37.44453021,-4.27306704
14016,Cardeña,1437,38.27037293,-4.32426689
14017,La Carlota,14258,37.67519215,-4.93225379
14018,El Carpio,4327,37.94050285,-4.49948242
14019,Castro del Río,7665,37.69040121,-4.48168693
14020,Conquista,371,38.40958084,-4.50055371
14021,Córdoba,323763,37.87954225,-4.78032455
14022,Doña Mencía,4511,37.55542058,-4.3594167
14023,Dos Torres,2383,38.44549239,-4.89495696
14024,Encinas Reales,2252,37.27334279,-4.48724904
14025,Espejo,3209,37.68083913,-4.55377679
14026,Espiel,2386,38.18906775,-5.01731472
14027,Fernán-Núñez,9611,37.66833878,-4.71932943
14028,Fuente la Lancha,354,38.42211433,-5.04888706
14029,Fuente Obejuna,4415,38.26702154,-5.41923282
14030,Fuente Palmera,9850,37.70323501,-5.10411463
14031,Fuente-Tójar,692,37.50937637,-4.145164937
14032,La Granjuela,410,38.3699257,-5.35167331
14033,Guadalcázar,1533,37.75846258,-4.94537097
14034,El Guijo,341,38.49620069,-4.78336513
14035,Hinojosa del Duque,6579,38.50061616,-5.14848249
14036,Hornachuelos,4415,37.83117536,-5.24226581
14037,Iznájar,3804,37.25729642,-4.308217293
14038,Lucena,42813,37.40901404,-4.48451348
14039,Luque,2860,37.55956888,-4.27765852
14040,Montalbán de Córdoba,4465,37.58273217,-4.74928409
14041,Montemayor,3872,37.64747277,-4.69899102
14042,Montilla,22298,37.58629779,-4.640012384
14043,Montoro,9125,38.02639376,-4.38130891
14044,Monturque,1929,37.47356745,-4.58088184
14045,Moriles,3658,37.43498961,-4.60916325
14046,Nueva Carteya,5317,37.58553839,-4.46660548
14047,Obejo,2076,38.13386933,-4.800762534
14048,Palenciana,1441,37.24883679,-4.58251386
14049,Palma del Río,20688,37.70113499,-5.28521754
14050,Pedro Abad,2775,37.96637631,-4.45502044
14051,Pedroche,1485,38.42795152,-4.76362098
14052,Peñarroya-Pueblonuevo,10317,38.29876873,-5.26610998
14053,Posadas,7256,37.80042527,-5.10716405
14054,Pozoblanco,16946,38.37888591,-4.84958064
14055,Priego de Córdoba,22003,37.43981618,-4.191759
14056,Puente Genil,29781,37.3883058,-4.77225259
14057,La Rambla,7473,37.60858832,-4.74076968
14058,Rute,9779,37.32526431,-4.37022684
14059,San Sebastián de los Ballesteros,833,37.65457388,-4.82514553
14060,Santaella,4640,37.56749755,-4.84662658
14061,Santa Eufemia,710,38.59608265,-4.90500504
14062,Torrecampo,1003,38.47447529,-4.68026045
14063,Valenzuela,1045,37.77497124,-4.21935803
14064,Valsequillo,356,38.40505636,-5.35173539
14065,La Victoria,2312,37.68081318,-4.85258274
14066,Villa del Río,6882,37.98234127,-4.29093006
14067,Villafranca de Córdoba,4866,37.96233796,-4.54554878
14068,Villaharta,628,38.1396903,-4.90308829
14069,Villanueva de Córdoba,8460,38.32241888,-4.62846311
14070,Villanueva del Duque,1406,38.39272715,-4.99945439
14071,Villanueva del Rey,1000,38.20045817,-5.15082199
14072,Villaralto,1088,38.455423,-4.98422319
14073,Villaviciosa de Córdoba,3085,38.07637233,-5.0146828
14074,El Viso,2507,38.48377684,-4.95549169
14075,Zuheros,621,37.54383838,-4.31649861
14901,Fuente Carreteros,1089,37.66907784,-5.155460537
14902,La Guijarrosa,1336,37.63648413,-4.86509246
15001,Abegondo,5584,43.22728106,-8.288771847
15002,Ames,32482,42.85945502,-8.650328931
15003,Aranga,1815,43.23403971,-8.016029386
15004,Ares,6132,43.42655903,-8.243659533
15005,Arteixo,33516,43.30474474,-8.505070236
15006,Arzúa,5901,42.92692553,-8.164047253
15007,A Baña,3332,42.96189751,-8.758002564
15008,Bergondo,6951,43.31964068,-8.234269997
15009,Betanzos,13082,43.2791139,-8.210831839
15010,Boimorto,1849,43.00739615,-8.126833764
15011,Boiro,18984,42.64705741,-8.882717944
15012,Boqueixón,4146,42.82713129,-8.417213261
15013,Brión,8145,42.86660388,-8.677478542
15014,Cabana de Bergantiños,4123,43.21922293,-8.929646119
15015,Cabanas,3300,43.4195516,-8.161994653
15016,Camariñas,5151,43.13020638,-9.180682514
15017,Cambre,24739,43.29262866,-8.344703975
15018,A Capela,1185,43.43555177,-8.068805581
15019,Carballo,31416,43.21338372,-8.689273431
15020,Carnota,3815,42.82092669,-9.087100494
15021,Carral,6700,43.22894598,-8.357073039
15022,Cedeira,6529,43.66062718,-8.056528275
15023,Cee,7660,42.95566461,-9.190236383
15024,Cerceda,5058,43.18889063,-8.470884833
15025,Cerdido,1033,43.60743444,-7.952454981
15027,Coirós,1923,43.24987713,-8.165334817
15028,Corcubión,1647,42.94439229,-9.194320236
15029,Coristanco,5779,43.18740782,-8.737103814
15030,A Coruña,247376,43.37126587,-8.395501936
15031,Culleredo,30864,43.28813923,-8.389336728
15032,Curtis,4135,43.13913185,-8.035271789
15033,Dodro,2659,42.71571817,-8.704139339
15034,Dumbría,2856,43.00941719,-9.115220511
15035,Fene,12561,43.47387001,-8.162579736
15036,Ferrol,63890,43.48451427,-8.233353008
15037,Fisterra,4697,42.90908224,-9.262371769
15038,Frades,2246,43.03532365,-8.292920031
15039,Irixoa,1316,43.28416332,-8.064807436
15040,Laxe,2939,43.21729946,-9.004161508
15041,A Laracha,11543,43.24853917,-8.582146156
15042,Lousame,3145,42.78536323,-8.865242708
15043,Malpica de Bergantiños,5241,43.32287624,-8.811051458
15044,Mañón,1244,43.7362013,-7.705643172
15045,Mazaricos,3737,42.93644317,-8.990611861
15046,Melide,7553,42.91514552,-8.016573278
15047,Mesía,2418,43.08023914,-8.238019769
15048,Miño,6753,43.34730034,-8.204914958
15049,Moeche,1206,43.56183028,-8.015440303
15050,Monfero,1838,43.33437119,-8.055871064
15051,Mugardos,5228,43.46044467,-8.254980506
15052,Muxía,4450,43.10441658,-9.216836117
15053,Muros,8251,42.77432429,-9.057648569
15054,Narón,39051,43.50114268,-8.192446569
15055,Neda,4910,43.50114691,-8.156859128
15056,Negreira,6901,42.90978092,-8.736008167
15057,Noia,14115,42.78519846,-8.887824814
15058,Oleiros,37809,43.33305084,-8.317119147
15059,Ordes,12669,43.07662363,-8.407692908
15060,Oroso,7622,42.96877112,-8.441861917
15061,Ortigueira,5477,43.68469444,-7.854611111
15062,Outes,6082,42.84286919,-8.908353033
15064,Paderne,2436,43.28555892,-8.173536814
15065,Padrón,8355,42.73732717,-8.6604106
15066,O Pino,4553,42.90489725,-8.362484344
15067,A Pobra do Caramiñal,9227,42.60323453,-8.939010739
15068,Ponteceso,5399,43.24325308,-8.900697261
15069,Pontedeume,7520,43.40790879,-8.171862778
15070,As Pontes de García Rodríguez,9867,43.45091414,-7.852924319
15071,Porto do Son,9125,42.72461934,-9.006363639
15072,Rianxo,10854,42.65198057,-8.818353433
15073,Ribeira,27030,42.55491668,-8.993336922
15074,Rois,4397,42.76075414,-8.690322783
15075,Sada,16874,43.35942224,-8.250528678
15076,San Sadurniño,2751,43.53278518,-8.072793347
15077,Santa Comba,9342,43.03653809,-8.820120408
15078,Santiago de Compostela,98687,42.87999954,-8.546107172
15079,Santiso,1473,42.84611212,-8.038877669
15080,Sobrado,1777,43.04031852,-8.022187808
15081,As Somozas,1068,43.53478328,-7.943973281
15082,Teo,19034,42.79505474,-8.549002886
15083,Toques,1074,42.9673783,-7.972861119
15084,Tordoia,3168,43.08839188,-8.552053811
15085,Touro,3382,42.86713874,-8.303804081
15086,Trazo,3019,43.02662965,-8.517338283
15087,Valdoviño,6889,43.60685535,-8.143475986
15088,Val do Dubra,3761,43.02659978,-8.656218314
15089,Vedra,5019,42.77661682,-8.482097794
15090,Vilasantar,1232,43.07283144,-8.121643083
15091,Vilarmaior,1234,43.35476927,-8.130038039
15092,Vimianzo,6840,43.11025393,-9.034413903
15093,Zas,4308,43.09971961,-8.916118206
15901,Cariño,3769,43.74035104,-7.868424967
15902,Oza-Cesuras,5203,43.21492825,-8.186335086
16001,Abia de la Obispalía,61,40.01915175,-2.39574988
16002,El Acebrón,226,39.90861797,-2.983357201
16003,Alarcón,172,39.54670505,-2.0862032
16004,Albaladejo del Cuende,225,39.80787144,-2.23018373
16005,Albalate de las Nogueras,267,40.36623912,-2.27664306
16006,Albendea,118,40.48735502,-2.41843336
16007,La Alberca de Záncara,1553,39.51323012,-2.49058346
16008,Alcalá de la Vega,79,40.02719047,-1.52560035
16009,Alcantud,53,40.54840902,-2.33196424
16010,Alcázar del Rey,159,40.06337697,-2.80919335
16011,Alcohujate,19,40.41737388,-2.61538848
16012,Alconchel de la Estrella,77,39.71896379,-2.57570176
16013,Algarra,29,40.00159068,-1.43592559
16014,Aliaguilla,620,39.74122675,-1.32526984
16015,La Almarcha,434,39.68503932,-2.38281385
16016,Almendros,244,39.92077964,-2.884543767
16017,Almodóvar del Pinar,398,39.72560852,-1.90192562
16018,Almonacid del Marquesado,434,39.8231081,-2.76850729
16019,Altarejos,210,39.91246073,-2.35613584
16020,Arandilla del Arroyo,11,40.51035241,-2.38492574
16022,Arcos de la Sierra,77,40.34698523,-2.11347366
16023,Chillarón de Cuenca,771,40.10436735,-2.22135961
16024,Arguisuelas,133,39.83199991,-1.82059159
16025,Arrancacepas,16,40.30419845,-2.35834834
16026,Atalaya del Cañavate,105,39.51727862,-2.25299397
16027,Barajas de Melo,1012,40.12245288,-2.91599075
16029,Barchín del Hoyo,92,39.66379174,-2.06906402
16030,Bascuñana de San Pedro,24,40.21359995,-2.228454
16031,Beamud,52,40.18615072,-1.82938617
16032,Belinchón,398,40.04859484,-3.057812812
16033,Belmonte,1782,39.55798889,-2.70451009
16034,Belmontejo,135,39.82226035,-2.34612338
16035,Beteta,235,40.57221703,-2.07558452
16036,Boniches,145,39.9855163,-1.62469113
16038,Buciegas,38,40.33588696,-2.461543333
16039,Buenache de Alarcón,453,39.65581023,-2.15903171
16040,Buenache de la Sierra,114,40.13533403,-2.00094068
16041,Buendía,418,40.36647233,-2.757501047
16042,Campillo de Altobuey,1287,39.61084466,-1.79608286
16043,Campillos-Paravientos,105,39.97431329,-1.54826134
16044,Campillos-Sierra,29,40.1001606,-1.69807843
16045,Canalejas del Arroyo,169,40.36922037,-2.494504335
16046,Cañada del Hoyo,244,39.97046084,-1.8994922
16047,Cañada Juncosa,217,39.54893005,-2.2526313
16048,Cañamares,449,40.45314577,-2.23965923
16049,El Cañavate,138,39.54259817,-2.30227644
16050,Cañaveras,229,40.35979825,-2.39595473
16051,Cañaveruelas,116,40.40115006,-2.637528873
16052,Cañete,804,40.04109436,-1.6476273
16053,Cañizares,442,40.51919829,-2.19178825
16055,Carboneras de Guadazaón,774,39.89986629,-1.81320516
16056,Cardenete,474,39.76685343,-1.68746513
16057,Carrascosa,67,40.59030324,-2.16375249
16058,Carrascosa de Haro,96,39.59774096,-2.54061738
16060,Casas de Benítez,809,39.36045805,-2.12822918
16061,Casas de Fernando Alonso,1132,39.35210263,-2.32596091
16062,Casas de Garcimolina,34,39.99711341,-1.41736787
16063,Casas de Guijarro,110,39.34633539,-2.16341711
16064,Casas de Haro,848,39.32344693,-2.27032918
16065,Casas de los Pinos,419,39.33377344,-2.37064698
16066,Casasimarro,3157,39.39285821,-2.03987145
16067,Castejón,117,40.38154522,-2.51848176
16068,Castillejo de Iniesta,107,39.52519483,-1.76092683
16070,Castillejo-Sierra,35,40.37584776,-2.14057757
16071,Castillo-Albaráñez,23,40.29852896,-2.39286598
16072,Castillo de Garcimuñoz,131,39.66060965,-2.38226214
16073,Cervera del Llano,210,39.78389491,-2.42052799
16074,La Cierva,38,40.05743669,-1.85200478
16078,Cuenca,53512,40.07653762,-2.13152306
16079,Cueva del Hierro,29,40.5827179,-2.03662443
16081,Chumillas,61,39.77014301,-2.03450853
16082,Enguídanos,315,39.6735915,-1.6068606
16083,Fresneda de Altarejos,37,39.92519278,-2.31395832
16084,Fresneda de la Sierra,40,40.3912039,-2.14243248
16085,La Frontera,146,40.40199529,-2.21843422
16086,Fuente de Pedro Naharro,1234,39.92411464,-3.010369115
16087,Fuentelespino de Haro,239,39.69004964,-2.66971638
16088,Fuentelespino de Moya,107,39.92038263,-1.4697313
16089,Fuentes,463,39.94984979,-2.02241033
16091,Fuertescusa,70,40.47522142,-2.17584717
16092,Gabaldón,156,39.6259051,-1.94481967
16093,Garaballa,62,39.81246658,-1.37486155
16094,Gascueña,140,40.29975123,-2.51846453
16095,Graja de Campalbo,89,39.89880374,-1.27034536
16096,Graja de Iniesta,357,39.51686137,-1.6720477
16097,Henarejos,134,39.86406141,-1.48521246
16098,El Herrumblar,756,39.40267488,-1.6223723
16099,La Hinojosa,191,39.72724768,-2.41680206
16100,Los Hinojosos,731,39.6031679,-2.82462934
16101,El Hito,145,39.85902815,-2.71473593
16102,Honrubia,1554,39.61196266,-2.28052957
16103,Hontanaya,256,39.71522689,-2.83547482
16104,Hontecillas,55,39.6930609,-2.18724703
16106,Horcajo de Santiago,3671,39.8416913,-2.998269784
16107,Huélamo,76,40.27789389,-1.80944353
16108,Huelves,89,40.0428309,-2.883700019
16109,Huérguina,48,40.04049456,-1.60840712
16110,Huerta de la Obispalía,140,39.98928703,-2.48175484
16111,Huerta del Marquesado,177,40.14529346,-1.68584159
16112,Huete,1708,40.14530976,-2.69166859
16113,Iniesta,4453,39.44322663,-1.74974952
16115,Laguna del Marquesado,57,40.17752868,-1.6716896
16116,Lagunaseca,49,40.53062527,-2.01796089
16117,Landete,1230,39.90848745,-1.36715368
16118,Ledaña,1622,39.35596726,-1.71625632
16119,Leganiel,220,40.16473955,-2.950562571
16121,Las Majadas,225,40.29780502,-2.02084694
16122,Mariana,319,40.1663004,-2.14509395
16123,Masegosa,65,40.54720333,-2.02563118
16124,Las Mesas,2276,39.38995878,-2.76724347
16125,Minglanilla,2280,39.53520115,-1.59575034
16126,Mira,912,39.72027555,-1.44005271
16128,Monreal del Llano,46,39.56911366,-2.76183575
16129,Montalbanejo,87,39.7348982,-2.49786879
16130,Montalbo,697,39.87798969,-2.67223021
16131,Monteagudo de las Salinas,134,39.80409232,-1.90086469
16132,Mota de Altarejos,29,39.8819054,-2.31023829
16133,Mota del Cuervo,6108,39.49865371,-2.87081044
16134,Motilla del Palancar,6119,39.56052095,-1.90994719
16135,Moya,170,39.94852738,-1.36801571
16137,Narboneta,53,39.75052921,-1.47390744
16139,Olivares de Júcar,310,39.76034602,-2.35141426
16140,Olmeda de la Cuesta,22,40.31103572,-2.476263485
16141,Olmeda del Rey,127,39.80837829,-2.08303917
16142,Olmedilla de Alarcón,133,39.61473083,-2.10451933
16143,Olmedilla de Eliz,22,40.30256183,-2.42030612
16145,Osa de la Vega,443,39.6612813,-2.76219465
16146,Pajarón,78,39.95747423,-1.78289386
16147,Pajaroncillo,58,39.94746168,-1.73384857
16148,Palomares del Campo,557,39.9477122,-2.59892074
16149,Palomera,189,40.06736734,-2.05021182
16150,Paracuellos,94,39.7173904,-1.78860855
16151,Paredes,75,40.06601363,-2.853743653
16152,La Parra de las Vegas,34,39.86832639,-2.20459141
16153,El Pedernoso,1124,39.48508097,-2.74454177
16154,Las Pedroñeras,6550,39.45215365,-2.67521669
16155,El Peral,654,39.49914409,-1.89855566
16156,La Peraleja,84,40.23568169,-2.55552695
16157,La Pesquera,219,39.5723678,-1.58539573
16158,El Picazo,690,39.4481972,-2.08881781
16159,Pinarejo,190,39.61471691,-2.42546129
16160,Pineda de Gigüela,60,40.08580618,-2.54329702
16161,Piqueras del Castillo,46,39.72126766,-2.08387929
16162,Portalrubio de Guadamejud,36,40.27210987,-2.604358488
16163,Portilla,56,40.2890564,-2.08339605
16165,Poyatos,74,40.42311458,-2.04930299
16166,Pozoamargo,271,39.36647507,-2.19687565
16167,Pozorrubio de Santiago,323,39.81629118,-2.949698292
16169,El Pozuelo,45,40.6204796,-2.27812708
16170,Priego,903,40.44855782,-2.31716398
16171,El Provencio,2396,39.37643287,-2.57366524
16172,Puebla de Almenara,331,39.78393775,-2.81685893
16173,El Valle de Altomira,208,40.2244204,-2.75970371
16174,Puebla del Salvador,199,39.56438888,-1.67436579
16175,Quintanar del Rey,7554,39.34251913,-1.92764017
16176,Rada de Haro,51,39.56981018,-2.62076255
16177,Reíllo,112,39.90581103,-1.87168988
16181,Rozalén del Monte,59,39.99042625,-2.805433823
16185,Saceda-Trasierra,39,40.15527644,-2.85428558
16186,Saelices,466,39.9209774,-2.8055779
16187,Salinas del Manzano,73,40.08849771,-1.55634669
16188,Salmeroncillos,103,40.50471896,-2.52128273
16189,Salvacañete,300,40.0987678,-1.50242309
16190,San Clemente,6776,39.40330614,-2.42962901
16191,San Lorenzo de la Parrilla,1106,39.85130155,-2.36103293
16192,San Martín de Boniches,45,39.88559941,-1.57374801
16193,San Pedro Palmiches,58,40.4291571,-2.40780637
16194,Santa Cruz de Moya,224,39.95479741,-1.25487494
16195,Santa María del Campo Rus,531,39.55840725,-2.42290033
16196,Santa María de los Llanos,683,39.48862424,-2.81131288
16197,Santa María del Val,65,40.50434552,-2.04141767
16198,Sisante,1636,39.40713272,-2.20115957
16199,Solera de Gabaldón,31,39.74803197,-1.97762435
16202,Talayuelas,875,39.84759587,-1.28430223
16203,Tarancón,16257,40.01291618,-3.004177176
16204,Tébar,299,39.49960946,-2.16555868
16205,Tejadillos,104,40.1418641,-1.63474902
16206,Tinajas,189,40.32583036,-2.581654205
16209,Torralba,109,40.30330749,-2.28485822
16211,Torrejoncillo del Rey,342,40.00762093,-2.57430524
16212,Torrubia del Campo,311,39.89595488,-2.961386531
16213,Torrubia del Castillo,44,39.65824649,-2.31139557
16215,Tragacete,268,40.34920575,-1.85099186
16216,Tresjuncos,270,39.69874336,-2.75659528
16217,Tribaldos,97,39.97182791,-2.898318635
16218,Uclés,247,39.98083096,-2.861444517
16219,Uña,88,40.22338108,-1.97819824
16224,Valdemeca,82,40.22401814,-1.74369931
16225,Valdemorillo de la Sierra,53,40.03902441,-1.78174966
16227,Valdemoro-Sierra,110,40.10118642,-1.76707909
16228,Valdeolivas,211,40.50509607,-2.44455231
16231,Valhermoso de la Fuente,75,39.55295569,-2.01741436
16234,Valsalobre,21,40.61717284,-2.09292236
16236,Valverde de Júcar,1085,39.71856361,-2.21800571
16237,Valverdejo,91,39.61612733,-2.023089284
16238,Vara de Rey,474,39.42438985,-2.29495241
16239,Vega del Codorno,142,40.43389447,-1.92940245
16240,Vellisca,119,40.12882196,-2.81427973
16242,Villaconejos de Trabaque,325,40.40135638,-2.31812472
16243,Villaescusa de Haro,490,39.59725685,-2.67442166
16244,Villagarcía del Llano,754,39.32654926,-1.84625561
16245,Villalba de la Sierra,532,40.23624228,-2.08765887
16246,Villalba del Rey,488,40.34448602,-2.64103615
16247,Villalgordo del Marquesado,63,39.68222427,-2.50830315
16248,Villalpardo,1008,39.47333079,-1.62529227
16249,Villamayor de Santiago,2405,39.7285842,-2.92775691
16250,Villanueva de Guadamejud,62,40.22470982,-2.50703229
16251,Villanueva de la Jara,2292,39.43910272,-1.9505386
16253,Villar de Cañas,391,39.77835802,-2.5658079
16254,Villar de Domingo García,226,40.23853491,-2.29427547
16255,Villar de la Encina,154,39.63693289,-2.52201473
16258,Villar del Humo,186,39.87018066,-1.62719785
16259,Villar del Infantado,30,40.45501191,-2.47861265
16263,Villar de Olalla,1425,40.0152484,-2.19680616
16264,Villarejo de Fuentes,396,39.78970652,-2.69430346
16265,Villarejo de la Peñuela,23,40.08699389,-2.40961329
16266,Villarejo-Periesteban,387,39.87090712,-2.44122987
16269,Villares del Saz,464,39.84039096,-2.50690692
16270,Villarrubio,207,39.94465693,-2.8951749
16271,Villarta,848,39.4404108,-1.65250364
16272,Villas de la Ventosa,219,40.2054271,-2.43187557
16273,Villaverde y Pasaconsol,339,39.7704989,-2.2650562
16274,Víllora,135,39.75307038,-1.58635049
16275,Vindel,17,40.58793206,-2.38068231
16276,Yémeda,19,39.76286551,-1.72248206
16277,Zafra de Záncara,93,39.89215544,-2.55885588
16278,Zafrilla,53,40.19457725,-1.61738636
16279,Zarza de Tajo,273,40.01821259,-3.13183013
16280,Zarzuela,148,40.25535241,-2.12875796
16901,Campos del Paraíso,672,40.03753421,-2.73842048
16902,Valdetórtola,123,39.92051743,-2.18602597
16903,Las Valeras,1587,39.77018631,-2.15807311
16904,Fuentenava de Jábaga,579,40.08622198,-2.26399333
16905,Arcas,2094,39.98852404,-2.11495294
16906,Los Valdecolmenas,71,40.11998668,-2.49722839
16908,Pozorrubielos de la Mancha,171,39.44537978,-2.03877807
16909,Sotorribas,698,40.19522153,-2.16373985
16910,Villar y Velasco,78,40.14922267,-2.41847881
17001,Agullana,923,42.39402494,2.84657328
17002,Aiguaviva,770,41.93845315,2.76163011
17003,Albanyà,171,42.30454655,2.72019727
17004,Albons,819,42.10437187,3.08590521
17005,El Far d'Empordà,612,42.25212616,2.99619535
17006,Alp,1719,42.37253273,1.88550982
17007,Amer,2423,42.01007358,2.60180784
17008,Anglès,5884,41.95671537,2.63929213
17009,Arbúcies,6531,41.8160888,2.51366963
17010,Argelaguer,428,42.21307792,2.64194856
17011,L'Armentera,1061,42.17199929,3.07498075
17012,Avinyonet de Puigventós,1681,42.24964566,2.91439402
17013,Begur,4216,41.95431081,3.20724589
17014,La Vajol,98,42.40383379,2.80049422
17015,Banyoles,20506,42.12059137,2.7694699
17016,Bàscara,1059,42.16066615,2.91021595
17018,Bellcaire d'Empordà,730,42.08088551,3.09454192
17019,Besalú,2518,42.19949028,2.69965703
17020,Bescanó,5178,41.96550469,2.7427398
17021,Beuda,212,42.237136,2.70978069
17022,La Bisbal d'Empordà,11383,41.96013018,3.03828637
17023,Blanes,41653,41.67592157,2.79229296
17024,Bolvir,506,42.41958496,1.87857449
17025,Bordils,1794,42.04409797,2.911441
17026,Borrassà,797,42.22323776,2.92653436
17027,Breda,3898,41.7483613,2.55714072
17028,Brunyola i Sant Martí Sapresa,398,41.90460031,2.68467609
17029,Boadella i les Escaules,262,42.32960828,2.85606254
17030,Cabanes,941,42.3075044,2.97795707
17031,Cabanelles,276,42.23076724,2.81947141
17032,Cadaqués,2912,42.28808066,3.27565126
17033,Caldes de Malavella,8418,41.83670952,2.80903801
17034,Calonge i Sant Antoni,12043,41.86228799,3.07314483
17035,Camós,719,42.093976,2.767546
17036,Campdevànol,3212,42.22418662,2.16705008
17037,Campelles,164,42.29463529,2.14056352
17038,Campllong,535,41.89091853,2.83017718
17039,Camprodon,2487,42.31288827,2.36545733
17040,Canet d'Adri,749,42.03825128,2.73476445
17041,Cantallops,325,42.42218355,2.92494407
17042,Capmany,668,42.37254,2.92103112
17043,Queralbs,197,42.34832099,2.16127418
17044,Cassà de la Selva,10836,41.88728278,2.87439907
17046,Castellfollit de la Roca,941,42.21828475,2.55462098
17047,Castelló d'Empúries,11731,42.25961136,3.07630065
17048,"Castell dAro, Platja dAro i sAgaró",12566,41.81426606,3.06798443
17049,Celrà,5486,42.02461438,2.87907124
17050,Cervià de Ter,1007,42.06771203,2.91032071
17051,Cistella,298,42.26853694,2.84850122
17052,Siurana,186,42.20943566,2.9948398
17054,Colera,479,42.40421548,3.14982626
17055,Colomers,207,42.08406621,2.98758049
17056,Cornellà del Terri,2401,42.08983634,2.81573428
17057,Corçà,1295,41.9893624,3.01707993
17058,Crespià,242,42.18696154,2.79921562
17060,Darnius,546,42.36877743,2.83110073
17061,Das,257,42.36086604,1.87037861
17062,L'Escala,10478,42.12467235,3.13299609
17063,Espinelves,248,41.86884532,2.41749953
17064,Espolla,409,42.39238049,3.00104933
17065,Esponellà,467,42.17884901,2.79549985
17066,Figueres,47879,42.2678359,2.96027805
17067,Flaçà,1155,42.05017515,2.95358208
17068,Foixà,292,42.03884127,2.997994651
17069,Fontanals de Cerdanya,533,42.38582555,1.89950069
17070,Fontanilles,170,42.01207333,3.10741059
17071,Fontcoberta,1439,42.14287655,2.79015688
17073,Fornells de la Selva,2732,41.93119771,2.81285895
17074,Fortià,786,42.24200453,3.04092186
17075,Garrigàs,463,42.19277305,2.95297191
17076,Garrigoles,190,42.10714627,3.03082812
17077,Garriguella,972,42.34215233,3.06508744
17078,Ger,507,42.41127149,1.84395105
17079,Girona,104320,41.98186075,2.82411899
17080,Gombrèn,200,42.24850269,2.09102878
17081,Gualta,430,42.02919814,3.10389985
17082,Guils de Cerdanya,598,42.44794164,1.87825086
17083,Hostalric,4410,41.74404536,2.63362376
17084,Isòvol,341,42.37722114,1.817157318
